"Philippe and Ladybug"|-0.587292939424515|0|"3"|"76"|"Christmaster"
"Roger"|-0.35618132352829|0|"3"|"76"|"Christmaster"
"Santa Claus"|-0.31937369026921|0.0383636363636364|"3"|"76"|"Christmaster"
"Santa Claus and Ladybug"|0.0298226475715637|-0.088|"3"|"76"|"Christmaster"
"Soldier"|-0.1772708867987|-0.21|"3"|"76"|"Christmaster"
"Soldiers"|0.559029221534729|0|"3"|"76"|"Christmaster"
"T-rex"|0.324035286903381|0|"3"|"76"|"Christmaster"
"Tikki"|-0.511694125831127|-0.0445|"3"|"76"|"Christmaster"
"Tom"|-0.13704925775528|0|"3"|"76"|"Christmaster"
"Toy Cat Noir"|-0.726003736257553|0|"3"|"76"|"Christmaster"
"Toy Ladybug"|0.658301115036011|0.7|"3"|"76"|"Christmaster"
"Adrien"|-0.469605112075806|-0.0497|"1"|"9"|"Copycat"
"Adrien's voice recorder"|0.15326714515686|-0.052|"1"|"9"|"Copycat"
"Adrien's Voicemail"|0.15326714515686|-0.052|"1"|"9"|"Copycat"
"Alya"|-0.0960090768833955|0.0144583333333333|"1"|"9"|"Copycat"
"André"|0.449198166529338|0.106|"1"|"9"|"Copycat"
"Automated voice"|-0.367499276995659|0.3482|"1"|"9"|"Copycat"
"Cat Noir"|-0.129696717157083|0.189558823529412|"1"|"9"|"Copycat"
"Civilian 1"|0.313398241996765|0|"1"|"9"|"Copycat"
"Civilian 2"|0.153754472732544|0|"1"|"9"|"Copycat"
"Copycat"|-0.0365267505771235|0.122947368421053|"1"|"9"|"Copycat"
"Hawk Moth"|-0.12403656244278|-0.0676|"1"|"9"|"Copycat"
"Ladybug"|-0.228407554115568|0.0140571428571429|"1"|"9"|"Copycat"
"Marinette"|-0.163859005189604|0.0170555555555556|"1"|"9"|"Copycat"
"Mayor Bourgeois"|-0.184736967086792|0.359|"1"|"9"|"Copycat"
"Nadja"|0.195747137069702|0.061|"1"|"9"|"Copycat"
"Nino"|-0.048723042011261|0.126666666666667|"1"|"9"|"Copycat"
"Officer"|-0.739663034677505|0|"1"|"9"|"Copycat"
"Plagg"|-0.204515528678894|-0.1206|"1"|"9"|"Copycat"
"Police"|0.0232833176851273|0|"1"|"9"|"Copycat"
"Roger"|-0.0521422113691057|0.131142857142857|"1"|"9"|"Copycat"
"Student"|-0.73812547326088|0.624|"1"|"9"|"Copycat"
"Théo"|0.161099103589853|0.213|"1"|"9"|"Copycat"
"Tikki"|0.0481949044125421|0.156071428571429|"1"|"9"|"Copycat"
"Adrien"|-0.0754899978637695|0.2375|"4"|"87"|"Crocoduel"
"Alix"|0.324722111225128|0.37|"4"|"87"|"Crocoduel"
"Alya"|0.0209011197090149|0.312266666666667|"4"|"87"|"Crocoduel"
"Anarka"|-0.451234303414822|-0.207416666666667|"4"|"87"|"Crocoduel"
"Captain Hardrock"|-0.301764999826749|-0.101533333333333|"4"|"87"|"Crocoduel"
"Cat Noir"|-0.146039021015167|0.1542|"4"|"87"|"Crocoduel"
"Guitar Villain"|0.155804471058004|0.0855294117647059|"4"|"87"|"Crocoduel"
"Ivan"|0.0318757742643356|0.15525|"4"|"87"|"Crocoduel"
"Jagged"|-0.103240523487329|0.0505833333333333|"4"|"87"|"Crocoduel"
"Juleka"|0.00957537265050979|0.17752380952381|"4"|"87"|"Crocoduel"
