"Character"|"Sentiment_s1_ep_1"|"Sentiment_s1_ep_2"|"Sentiment_s1_ep_3"|"Sentiment_s1_ep_4"|"Sentiment_s1_ep_5"|"Sentiment_s1_ep_6"|"Sentiment_s1_ep_7"|"Sentiment_s1_ep_8"|"Sentiment_s1_ep_9"|"Sentiment_s1_ep_10"|"Sentiment_s1_ep_11"|"Sentiment_s1_ep_12"|"Sentiment_s1_ep_13"|"Sentiment_s1_ep_14"|"Sentiment_s1_ep_15"|"Sentiment_s1_ep_16"|"Sentiment_s1_ep_17"|"Sentiment_s1_ep_18"|"Sentiment_s1_ep_19"|"Sentiment_s1_ep_20"|"Sentiment_s1_ep_21"|"Sentiment_s1_ep_22"|"Sentiment_s1_ep_23"|"Sentiment_s1_ep_24"|"Sentiment_s1_ep_25"|"Sentiment_s1_ep_26"|"Sentiment_s2_ep_27"|"Sentiment_s2_ep_28"|"Sentiment_s2_ep_29"|"Sentiment_s2_ep_30"|"Sentiment_s2_ep_31"|"Sentiment_s2_ep_32"|"Sentiment_s2_ep_33"|"Sentiment_s2_ep_34"|"Sentiment_s2_ep_35"|"Sentiment_s2_ep_36"|"Sentiment_s2_ep_37"|"Sentiment_s2_ep_38"|"Sentiment_s2_ep_39"|"Sentiment_s2_ep_40"|"Sentiment_s2_ep_41"|"Sentiment_s2_ep_42"|"Sentiment_s2_ep_43"|"Sentiment_s2_ep_44"|"Sentiment_s2_ep_45"|"Sentiment_s2_ep_46"|"Sentiment_s2_ep_47"|"Sentiment_s2_ep_48"|"Sentiment_s2_ep_49"|"Sentiment_s2_ep_50"|"Sentiment_s2_ep_51"|"Sentiment_s2_ep_52"|"Sentiment_s3_ep_53"|"Sentiment_s3_ep_54"|"Sentiment_s3_ep_55"|"Sentiment_s3_ep_56"|"Sentiment_s3_ep_57"|"Sentiment_s3_ep_58"|"Sentiment_s3_ep_59"|"Sentiment_s3_ep_60"|"Sentiment_s3_ep_61"|"Sentiment_s3_ep_62"|"Sentiment_s3_ep_63"|"Sentiment_s3_ep_64"|"Sentiment_s3_ep_65"|"Sentiment_s3_ep_66"|"Sentiment_s3_ep_67"|"Sentiment_s3_ep_68"|"Sentiment_s3_ep_69"|"Sentiment_s3_ep_70"|"Sentiment_s3_ep_71"|"Sentiment_s3_ep_72"|"Sentiment_s3_ep_73"|"Sentiment_s3_ep_74"|"Sentiment_s3_ep_75"|"Sentiment_s3_ep_76"|"Sentiment_s3_ep_77"|"Sentiment_s3_ep_78"|"Sentiment_s4_ep_79"|"Sentiment_s4_ep_80"|"Sentiment_s4_ep_81"|"Sentiment_s4_ep_82"|"Sentiment_s4_ep_83"|"Sentiment_s4_ep_84"|"Sentiment_s4_ep_85"|"Sentiment_s4_ep_86"|"Sentiment_s4_ep_87"|"Sentiment_s4_ep_88"|"Sentiment_s4_ep_89"|"Sentiment_s4_ep_90"|"Sentiment_s4_ep_91"|"Sentiment_s4_ep_92"|"Sentiment_s4_ep_93"|"Sentiment_s4_ep_94"|"Sentiment_s4_ep_95"|"Sentiment_s4_ep_96"|"Sentiment_s4_ep_97"|"Sentiment_s4_ep_98"|"Sentiment_s4_ep_99"|"Sentiment_s4_ep_100"|"Sentiment_s4_ep_101"|"Sentiment_s4_ep_102"|"Sentiment_s4_ep_103"|"Sentiment_s4_ep_104"|"Gender"|"Role"|"Role_Category"
"Manon, Chris, Ella and Etta"|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|-0.146931529045105|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|"genderless"|"multiple"|"multiple"
"Manon, Ella, Etta and Chris"|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|-0.265485261877378|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|"genderless"|"multiple"|"multiple"
"Marc"|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|-0.268688160926104|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|0.459247946739197|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|0.226429094870885|NA|NA|NA|NA|-0.123264053463936|NA|NA|-0.428076858321826|NA|NA|NA|"male"|"friends_other"|"no_villain"
"Marc and Nathaniel"|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|-0.490797758102417|NA|NA|NA|NA|NA|NA|"genderless"|"multiple"|"multiple"
"Marianne"|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|0.274033665657043|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|0.213167667388916|NA|NA|NA|NA|0.171733498573303|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|"female"|"friends_other"|"no_villain"
"Marinanne"|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|-0.653491526842117|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|"female"|"friends_other"|"no_villain"
"Marinette"|-0.173860188573599|0.0797486115951796|-0.25952456120787|-0.266021376741784|-0.134621733065807|-0.107577063914003|-0.202850443081579|-0.217777408659458|-0.163859005189604|-0.0218260179866444|-0.143431546432631|-0.111628352974852|-0.0433438839390874|-0.226601562716744|-0.16770746099188|-0.144290040220533|-0.0822553121381336|-0.119237266654192|-0.0621524211019278|-0.0316121727228165|-0.101651867230733|-0.28843201477738|-0.317501088338239|-0.241864315841509|-0.15622080205118|-0.105436783816133|0.202369206718036|-0.216090076392697|-0.239341775918829|-0.0273918509483337|-0.0450876396894455|-0.00538140191481664|-0.0449006233526313|-3.27428181966146e-05|-0.10735435411334|-0.261966801998092|-0.0342559728484887|-0.205214767228989|-0.109147977828979|-0.180773518979549|-0.199108956257502|-0.0667607220618621|-0.340891604764121|-0.208351784348488|-0.146111082147669|0.0350440458247536|-0.0328201511592576|-0.439583947416395|-0.0426097810268402|-0.238602992433768|-0.0334605995951028|-0.0977836747964223|-0.0288052853000791|-0.342007025292045|-0.216762521953294|-0.109411092556041|0.0541153497272922|-0.20644321645561|-0.19084994300552|-0.013010303179423|-0.282610578783627|-0.173710393054145|0.022141565879186|-0.205724623145127|0.0122166872024536|-0.00648867090543111|-0.177094946304957|-0.0480082648641923|-0.0448893507321676|-0.334822122752666|-0.213098020145768|-0.177250379323959|-0.365518534183502|-0.23998124524951|-0.207996183208057|-0.186763891372187|-0.325827241395459|0.0824409946799278|-0.0335295650553196|-0.0797955870628357|-0.31027681628863|0.0423704385757446|-0.125010721172605|0.0351870838672884|-0.242520354688168|-0.182593515515327|-0.367785193599187|-0.279953060241846|-0.309969119873701|-0.227052675641101|-0.183263213373721|0.0783487681461417|-0.195801589049791|-0.0479496329460504|-0.099886903207596|-0.0351592941503776|-0.293401346487157|-0.0661324097050561|-0.199651630317911|-0.0638938943545024|-0.330590657889843|-0.181846006711324|-0.228735555823033|-0.223750808409282|"female"|"main"|"no_villain"
"Marinette and Adrien"|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|-0.76048643887043|0.164726614952087|NA|NA|NA|NA|NA|NA|NA|0.0778021812438965|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|-0.515446186065674|NA|NA|NA|-0.725458234548569|NA|NA|NA|NA|NA|-0.76048643887043|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|-0.0765236616134644|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|0.175843000411987|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|"genderless"|"multiple"|"multiple"
"Marinette and her classmates, sans Chloé"|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|0.478791117668152|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|"genderless"|"multiple"|"multiple"
"Marinette and Lila"|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|-0.586760878562927|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|"genderless"|"multiple"|"multiple"
"Marinette and Nino"|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|-0.515446186065674|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|"genderless"|"multiple"|"multiple"
"Marinette and Tikki"|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|-0.506812065839767|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|"genderless"|"multiple"|"multiple"
"Marinette Dupain-Cheng"|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|0.732173681259155|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|"female"|"friends_other"|"no_villain"
"Marinette Illusion"|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|-0.152322068810463|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|-0.732834756374359|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|"female"|"friends_other"|"no_villain"
"Marinette, Alya and Nino"|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|0.141003727912903|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|"genderless"|"multiple"|"multiple"
"Marinette, Alya, and Max"|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|0.261122941970825|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|"genderless"|"multiple"|"multiple"
"Marinette, Nino, & Alya"|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|-0.709727585315704|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|"genderless"|"multiple"|"multiple"
"Marinette, Nino, Alya"|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|0.599076151847839|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|"genderless"|"multiple"|"multiple"
"Marinette's phone"|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|0.627277255058289|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|"genderless"|"friends_other"|"no_villain"
"Marinette's voicemail"|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|-0.232840418815613|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|-0.117487847805023|NA|NA|"genderless"|"friends_other"|"no_villain"
"Markov"|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|0.243835752660578|NA|NA|NA|NA|NA|NA|NA|-0.697789490222931|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|-0.166269404813647|NA|NA|NA|NA|-0.0858718752861023|-0.654053151607513|NA|-0.734394878149033|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|-0.108187566200892|NA|NA|NA|NA|NA|NA|-0.230870029330254|NA|NA|NA|NA|NA|NA|NA|0.169533252716064|NA|NA|NA|"male"|"friends_other"|"no_villain"
"Marlena"|NA|NA|NA|NA|NA|NA|NA|0.0598082542419434|NA|NA|NA|NA|NA|-0.692174404859543|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|0.495249271392822|NA|NA|NA|NA|NA|0.254224300384521|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|0.208702713251114|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|0.38001157840093|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|"female"|"friends_other"|"no_villain"
"Master Fu"|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|0.280109167098999|NA|NA|NA|0.121367291609446|NA|NA|NA|NA|0.183271795511246|NA|NA|NA|0.258638094771992|NA|NA|NA|0.063042214623204|NA|NA|0.581051230430603|-0.291507374495268|NA|NA|-0.203419023089939|-0.370807409286499|0.136982709169388|0.700364708900452|0.380964994430542|-0.0454867449071672|NA|NA|NA|NA|NA|0.0623084306716919|NA|NA|NA|0.111612915992737|NA|0.294848084449768|0.540636330842972|0.144822812080383|-0.118820466425108|0.66513329744339|NA|0.0250258213943905|NA|NA|NA|NA|NA|-0.153721307005201|0.191799078136683|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|"male"|"friends_other"|"no_villain"
"Max"|NA|NA|NA|NA|0.155131205916405|NA|NA|-0.344273507595062|NA|0.207023638486862|-0.291753113269806|NA|NA|NA|0.041201372941335|-0.113672390580177|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|0.369823813438416|0.464710831642151|NA|-0.637713193893433|NA|-0.201172925035159|NA|NA|NA|NA|NA|NA|0.0701745549837748|-0.228793427348137|NA|NA|NA|NA|NA|NA|NA|NA|NA|0.603798389434814|NA|NA|NA|0.109994687139988|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|0.0225615514950319|-0.552174419164658|NA|NA|NA|-0.147378604859114|0.125906990634071|NA|0.397682964801788|NA|NA|NA|-0.276841819286346|NA|NA|NA|NA|NA|NA|0.144490748643875|-0.559530109167099|NA|0.527457416057587|NA|NA|0.466668248176575|NA|0.0617859448705401|NA|NA|NA|NA|NA|NA|NA|NA|NA|0.350199937820435|NA|"male"|"friends_other"|"no_villain"
"Max and Kim"|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|-0.0476372838020325|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|"genderless"|"multiple"|"multiple"
"Max, Ladybug, and Cat Noir"|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|-0.271977782249451|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|"genderless"|"multiple"|"multiple"
"Mayor"|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|-0.214745223522186|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|"male"|"friends_other"|"no_villain"
"Mayor Bourgeois"|NA|NA|NA|NA|NA|NA|NA|NA|-0.184736967086792|NA|NA|NA|NA|-0.114604409784079|NA|NA|NA|NA|-0.0518923252820969|NA|NA|NA|NA|NA|NA|NA|NA|-0.479081571102142|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|-0.155136024951935|-0.720518231391907|NA|NA|-0.148739442229271|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|-0.0161470174789429|NA|NA|NA|NA|NA|NA|0.178534299135208|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|-0.196317727367083|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|"male"|"friends_other"|"no_villain"
"Mayura"|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|-0.291248872876167|NA|NA|NA|NA|NA|NA|NA|NA|-0.202231621742249|NA|-0.0355952642858028|NA|NA|NA|NA|-0.36501215895017|NA|NA|NA|NA|NA|NA|-0.161309537562457|NA|0.201037545998891|0.0538435578346252|NA|NA|NA|NA|NA|NA|NA|NA|NA|0.693515539169312|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|"female"|"friends_other"|"no_villain"
"Mechatiger"|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|0.209094166755676|NA|NA|NA|NA|NA|NA|NA|NA|NA|"male"|"friends_other"|"no_villain"
"Mini-Malediktator"|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|0.0216431816418966|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|"male"|"friends_other"|"no_villain"
"Mini-Mayor Bourgeois"|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|-0.448770642280579|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|"male"|"friends_other"|"no_villain"
